# Running on file ./src/test/resources/it/unibo/c2c/input.csv with args: maxError=75.0, maxSegments=6, startYear=1984, endYear=2019, infill=true, spikesTolerance=0.85, revertBand=false, negativeMagnitudeOnly=true, postMetrics=false, regrowthMetrics=true
id, year, value, magnitude, duration, rate, indexRegrowth, recoveryIndicator, y2r60, y2r80, y2r100
619,2010,343,-187,1,-187,-68,0.363636363636364,NaN,NaN,NaN
619,2019,275,-68,9,-7.555555555555555,NaN,NaN,NaN,NaN,NaN
620,1996,126,-29,12,-2.416666666666667,205,-7.068965517241379,1,1,1
620,2009,326,-20,12,-1.666666666666667,-183,9.15,NaN,NaN,NaN
620,2010,41,-285,1,-285,111,-0.389473684210526,NaN,NaN,NaN
621,1995,-322,-934,1,-934,596,-0.638115631691649,10,11,NaN
622,2019,657,-47,35,-1.342857142857143,NaN,NaN,NaN,NaN,NaN
623,2019,497,-93,35,-2.657142857142857,NaN,NaN,NaN,NaN,NaN
624,2012,648,-61,28,-2.178571428571428,-308,5.049180327868853,NaN,NaN,NaN
624,2013,340,-308,1,-308,0,-0,NaN,NaN,NaN
625,1998,639,-18,14,-1.285714285714286,-136,7.555555555555555,1,NaN,NaN
625,1999,503,-136,1,-136,0,-0,1,NaN,NaN
627,2006,-167,-475,1,-475,180.33333333333334,-0.379649122807018,NaN,NaN,NaN
627,2011,-87,-207,1,-207,78.66666666666667,-0.380032206119163,3,7,NaN
628,1995,194,-235,11,-21.363636363636363,106,-0.451063829787234,1,2,2
628,2002,173,-342,5,-68.4,211.33333333333331,-0.617933723196881,2,2,8
628,2015,307,-367,2,-183.5,133,-0.362397820163488,1,NaN,NaN
629,1990,9,-208,3,-69.33333333333333,26.666666666666664,-0.128205128205128,2,3,NaN
629,1996,-35,-223,3,-74.33333333333333,63.66666666666667,-0.285500747384155,3,14,NaN
629,2019,-34,-181,13,-13.923076923076923,NaN,NaN,NaN,NaN,NaN
630,1998,508,-222,1,-222,132.33333333333337,-0.596096096096096,1,1,NaN
630,2015,217,-470,1,-470,354,-0.753191489361702,1,2,NaN
631,1998,6,-692,1,-692,76.66666666666667,-0.110789980732177,16,NaN,NaN
631,2000,-230,-236,2,-118,332.3333333333333,-1.40819209039548,2,2,2
632,1999,-349,-481,1,-481,208.33333333333334,-0.433125433125433,NaN,NaN,NaN
633,2009,43,-243,7,-34.714285714285715,-69.33333333333333,0.285322359396433,1,1,1
633,2015,-121,-418,5,-83.6,83,-0.198564593301435,1,NaN,NaN
633,2019,-38,-254,3,-84.66666666666667,NaN,NaN,NaN,NaN,NaN
634,1999,77,-273,4,-68.25,26,-0.095238095238095,NaN,NaN,NaN
634,2006,-161,-264,1,-264,154,-0.583333333333333,12,12,12
635,1987,448,-311,1,-311,39,-0.12540192926045,2,7,NaN
635,1995,248,-372,1,-372,329.33333333333337,-0.885304659498208,3,3,4
635,2019,527,-97,20,-4.85,NaN,NaN,NaN,NaN,NaN
636,2006,623,-92,22,-4.181818181818182,-717,7.793478260869565,NaN,NaN,NaN
636,2007,-61,-684,1,-684,-31.33333333333333,0.045808966861598,NaN,NaN,NaN
637,2002,-451,-1164,1,-1164,784.6666666666667,-0.674112256586483,12,NaN,NaN
638,1992,598,-26,8,-3.25,-361.33333333333337,13.8974358974359,NaN,NaN,NaN
638,1993,171,-427,1,-427,77.33333333333334,-0.181108508977361,11,21,NaN
639,2013,-69,-411,1,-411,-117.33333333333334,0.285482562854826,NaN,NaN,NaN
639,2019,-223,-154,6,-25.666666666666668,NaN,NaN,NaN,NaN,NaN
640,2016,-249,-869,1,-869,NaN,NaN,3,NaN,NaN
641,2000,-51,-332,1,-332,25,-0.075301204819277,NaN,NaN,NaN
642,2008,675,-35,24,-1.458333333333333,3,-0.085714285714286,1,3,NaN
642,2009,497,-178,1,-178,186.33333333333337,-1.046816479400749,1,2,4
643,2011,-410,-591,1,-591,474,-0.802030456852792,5,NaN,NaN
644,1991,54,-41,7,-5.857142857142857,119,-2.902439024390244,1,1,1
644,1997,176,-70,5,-14,-88,1.257142857142857,1,1,1
644,1999,88,-229,1,-229,21,-0.091703056768559,11,12,NaN
645,2019,651,-30,35,-0.857142857142857,NaN,NaN,NaN,NaN,NaN
646,2010,600,-12,14,-0.857142857142857,-135,11.25,4,NaN,NaN
646,2011,150,-450,1,-450,315,-0.7,3,NaN,NaN
647,2000,82,-184,1,-184,0,-0,13,NaN,NaN
648,2008,424,-388,1,-388,0,-0,9,10,10
650,1995,257,-430,1,-430,0,-0,9,16,16
650,2003,234,-23,8,-2.875,235,-10.217391304347826,1,1,1
651,2001,48,-633,1,-633,127.33333333333334,-0.20115850447604,15,NaN,NaN
652,2013,17,-435,1,-435,280,-0.64367816091954,1,NaN,NaN
653,1992,-101,-89,8,-11.125,350,-3.932584269662921,1,1,1
653,2005,24,-225,1,-225,163,-0.724444444444444,1,NaN,NaN
653,2019,55,-132,13,-10.153846153846153,NaN,NaN,NaN,NaN,NaN
655,1993,463,-147,1,-147,0,-0,1,9,NaN
656,1998,463,-131,1,-131,5,-0.038167938931298,1,9,NaN
657,2019,308,-13,18,-0.722222222222222,NaN,NaN,NaN,NaN,NaN
658,2009,27,-151,1,-151,-22,0.145695364238411,NaN,NaN,NaN
658,2019,5,-22,10,-2.2,NaN,NaN,NaN,NaN,NaN
659,2019,809,-36,3,-12,NaN,NaN,NaN,NaN,NaN
660,1997,-39,-223,2,-111.5,55.66666666666667,-0.249626307922272,2,13,14
660,2001,-167,-312,2,-156,264,-0.846153846153846,1,1,4
660,2019,80,-54,17,-3.176470588235294,NaN,NaN,NaN,NaN,NaN
661,2010,323,-269,7,-38.42857142857143,-187.33333333333334,0.69640644361834,NaN,NaN,NaN
661,2011,-413,-736,1,-736,572,-0.777173913043478,6,NaN,NaN
662,2001,-108,-286,2,-143,215.33333333333331,-0.752913752913753,1,1,1
662,2009,73,-168,7,-24,86.33333333333334,-0.513888888888889,1,1,1
662,2019,41,-233,9,-25.88888888888889,NaN,NaN,NaN,NaN,NaN
663,2014,538,-198,1,-198,157,-0.792929292929293,1,1,NaN
664,2005,390,-84,21,-4,-338,4.023809523809524,NaN,NaN,NaN
664,2006,-384,-774,1,-774,451.6666666666667,-0.583548664944014,11,NaN,NaN
665,1992,570,-3,8,-0.375,-106,35.333333333333336,1,1,NaN
665,1997,438,-132,5,-26.4,-13,0.098484848484848,1,9,16
665,2015,-71,-745,1,-745,564,-0.757046979865772,1,NaN,NaN
665,2019,493,-19,3,-6.333333333333333,NaN,NaN,NaN,NaN,NaN
666,1998,-98,-715,1,-715,157,-0.21958041958042,12,13,13
667,2006,-336,-537,1,-537,210.33333333333331,-0.391682184978274,NaN,NaN,NaN
668,1988,-160,-524,4,-131,305.66666666666663,-0.583333333333333,1,1,1
668,2000,397,-120,11,-10.909090909090908,-149,1.241666666666667,6,6,6
668,2002,-241,-638,2,-319,567.6666666666667,-0.889759665621735,4,4,4
669,2011,-229,-554,1,-554,270.3333333333333,-0.487966305655836,NaN,NaN,NaN
669,2019,39,-2,6,-0.333333333333333,NaN,NaN,NaN,NaN,NaN
670,2015,672,-6,31,-0.193548387096774,-253,42.166666666666664,2,NaN,NaN
670,2016,277,-395,1,-395,NaN,NaN,1,NaN,NaN
670,2019,419,-74,2,-37,NaN,NaN,NaN,NaN,NaN
671,1992,329,-292,8,-36.5,330,-1.13013698630137,1,1,2
671,2000,629,-64,6,-10.666666666666666,-242,3.78125,1,NaN,NaN
671,2002,235,-394,2,-197,180,-0.456852791878173,1,9,13
671,2019,559,-79,4,-19.75,NaN,NaN,NaN,NaN,NaN
672,1995,-500,-897,1,-897,516,-0.575250836120401,13,13,18
673,2001,252,-716,1,-716,87.33333333333331,-0.121973929236499,7,NaN,NaN
673,2005,110,-142,4,-35.5,87,-0.612676056338028,1,1,1
673,2009,173,-574,1,-574,36,-0.062717770034843,NaN,NaN,NaN
674,2006,495,-140,7,-20,-35,0.25,3,3,NaN
674,2007,267,-228,1,-228,207.66666666666669,-0.910818713450293,1,2,2
674,2011,416,-201,2,-100.5,111.66666666666663,-0.555555555555555,1,1,NaN
675,2013,-109,-409,1,-409,103.66666666666667,-0.253463732681337,NaN,NaN,NaN
676,2016,-464,-997,1,-997,NaN,NaN,NaN,NaN,NaN
677,1999,585,-7,15,-0.466666666666667,-167.66666666666669,23.952380952380956,3,NaN,NaN
677,2001,224,-361,2,-180.5,208,-0.57617728531856,1,8,NaN
678,1989,9,-195,2,-97.5,138.66666666666666,-0.711111111111111,1,1,1
678,2001,-41,-324,11,-29.454545454545453,129,-0.398148148148148,3,3,NaN
678,2019,-17,-252,15,-16.8,NaN,NaN,NaN,NaN,NaN
679,1994,511,-138,3,-46,-115,0.833333333333333,2,NaN,NaN
679,1995,215,-296,1,-296,181,-0.611486486486487,1,7,13
680,1991,391,-210,1,-210,0,-0,1,9,12
680,1999,250,-141,8,-17.625,252,-1.787234042553191,1,1,1
680,2019,507,-17,19,-0.894736842105263,NaN,NaN,NaN,NaN,NaN
681,2014,260,-276,1,-276,74,-0.268115942028986,1,NaN,NaN
682,2001,256,-282,1,-282,-44.66666666666666,0.15839243498818,16,NaN,NaN
683,2004,-33,-116,20,-5.8,287,-2.474137931034483,1,1,1
683,2006,70,-102,1,-102,154.66666666666666,-1.516339869281046,1,1,1
683,2019,-45,-299,12,-24.916666666666668,NaN,NaN,NaN,NaN,NaN
684,1999,-70,-569,1,-569,187,-0.328646748681898,15,NaN,NaN
685,2004,572,-165,2,-82.5,110,-0.666666666666667,1,3,NaN
686,1997,-60,-15,13,-1.153846153846154,227,-15.133333333333333,1,1,1
686,2006,-177,-354,1,-354,226,-0.638418079096045,NaN,NaN,NaN
687,2010,688,-16,26,-0.615384615384615,-46,2.875,1,2,NaN
687,2011,454,-234,1,-234,200,-0.854700854700855,1,1,NaN
688,1985,224,-294,1,-294,277.3333333333333,-0.943310657596372,4,4,4
688,2019,457,-89,30,-2.966666666666667,NaN,NaN,NaN,NaN,NaN
691,2010,568,-74,26,-2.846153846153846,-384,5.189189189189189,NaN,NaN,NaN
691,2011,184,-384,1,-384,0,-0,NaN,NaN,NaN
692,2019,634,-43,35,-1.228571428571429,NaN,NaN,NaN,NaN,NaN
693,2006,-45,-407,1,-407,78,-0.191646191646192,NaN,NaN,NaN
694,2002,396,-262,10,-26.2,125,-0.477099236641221,1,4,NaN
695,2006,-477,-863,1,-863,646.3333333333334,-0.748937813827733,7,NaN,NaN
696,2011,415,-136,27,-5.037037037037037,-201.33333333333334,1.480392156862745,1,1,3
696,2016,-119,-844,1,-844,NaN,NaN,NaN,NaN,NaN
697,1990,292,-342,1,-342,258,-0.754385964912281,1,5,6
697,1993,329,-89,2,-44.5,351.66666666666663,-3.951310861423221,1,1,1
698,2004,116,-4,20,-0.2,-199,49.75,NaN,NaN,NaN
698,2005,-322,-438,1,-438,246.33333333333331,-0.562404870624049,13,13,13
698,2010,-153,-121,2,-60.5,186,-1.537190082644628,1,1,1
699,1998,95,-366,4,-91.5,171.66666666666669,-0.469034608378871,1,1,1
699,2002,-1,-526,3,-175.33333333333334,499.3333333333333,-0.949302915082383,1,5,5
700,2015,-139,-330,1,-330,128,-0.387878787878788,NaN,NaN,NaN
701,1996,124,-583,1,-583,304,-0.521440823327616,4,18,NaN
702,1995,-426,-737,1,-737,405.6666666666667,-0.550429669832655,11,12,NaN
702,2011,-395,-625,1,-625,321.3333333333333,-0.514133333333333,NaN,NaN,NaN
703,2002,-138,-1078,1,-1078,222,-0.205936920222635,8,8,14
703,2009,178,-227,6,-37.833333333333336,606.6666666666666,-2.672540381791483,1,1,1
704,1995,-102,-351,1,-351,95,-0.270655270655271,9,9,21
705,2011,418,-80,27,-2.962962962962963,-267.33333333333337,3.341666666666667,1,1,1
705,2013,42,-534,1,-534,228.66666666666669,-0.428214731585518,NaN,NaN,NaN
706,2011,-100,-391,1,-391,119,-0.304347826086957,NaN,NaN,NaN
707,1994,434,-133,10,-13.3,83,-0.62406015037594,1,4,7
707,2003,437,-181,1,-181,146.33333333333337,-0.808471454880295,1,1,6
707,2015,406,-183,11,-16.636363636363637,113,-0.617486338797814,1,1,3
708,2009,-110,-334,1,-334,35,-0.104790419161677,NaN,NaN,NaN
709,2011,-343,-814,1,-814,634.3333333333333,-0.779279279279279,3,NaN,NaN
710,2011,198,-170,2,-85,-31.333333333333343,0.184313725490196,6,NaN,NaN
711,1987,702,-113,3,-37.666666666666664,-120,1.061946902654867,3,NaN,NaN
711,1989,-63,-765,2,-382.5,617,-0.806535947712418,1,1,NaN
711,1995,554,-37,5,-7.4,-215,5.810810810810811,1,NaN,NaN
711,1997,69,-485,2,-242.5,328.8333333333333,-0.678006872852234,3,10,NaN
712,1995,436,-23,11,-2.090909090909091,-93,4.043478260869565,4,NaN,NaN
712,1996,13,-423,1,-423,341.6666666666667,-0.807722616233255,3,5,8
713,1999,85,-455,1,-455,91.33333333333334,-0.200732600732601,12,NaN,NaN
714,1995,659,-3,11,-0.272727272727273,-141,47,2,5,NaN
714,1996,296,-363,1,-363,244.66666666666663,-0.674012855831038,1,4,NaN
716,1993,-17,-224,1,-224,101,-0.450892857142857,NaN,NaN,NaN
717,2006,-277,-503,1,-503,156,-0.31013916500994,NaN,NaN,NaN
718,2008,234,-189,1,-189,0,-0,NaN,NaN,NaN
719,2009,-145,-298,1,-298,88,-0.295302013422819,NaN,NaN,NaN
720,2019,576,-20,35,-0.571428571428571,NaN,NaN,NaN,NaN,NaN
721,1998,-47,-374,1,-374,113,-0.302139037433155,NaN,NaN,NaN
722,2019,692,-14,35,-0.4,NaN,NaN,NaN,NaN,NaN
724,1997,-50,-557,1,-557,0,-0,NaN,NaN,NaN
725,2011,-21,-237,1,-237,-22,0.092827004219409,NaN,NaN,NaN
725,2019,-43,-22,8,-2.75,NaN,NaN,NaN,NaN,NaN
726,1988,-81,-116,4,-29,192,-1.655172413793103,3,3,3
726,2001,-27,-227,5,-45.4,176.66666666666666,-0.778267254038179,2,2,4
726,2019,181,-46,14,-3.285714285714286,NaN,NaN,NaN,NaN,NaN
727,1993,517,-212,9,-23.555555555555557,182.33333333333337,-0.860062893081761,1,1,7
727,2004,667,-18,10,-1.8,-59,3.277777777777778,1,3,NaN
727,2005,427,-240,1,-240,184.66666666666663,-0.769444444444444,1,2,8
728,1986,477,-205,2,-102.5,206.33333333333337,-1.00650406504065,1,1,3
728,2010,668,-22,21,-1.047619047619048,-4.333333333333371,0.196969696969699,1,2,5
728,2011,446,-222,1,-222,215,-0.968468468468468,1,1,3
729,1985,104,-132,1,-132,38.66666666666666,-0.292929292929293,5,6,9
729,2011,-160,-606,1,-606,317.66666666666663,-0.524202420242024,NaN,NaN,NaN
730,1995,-468,-1119,1,-1119,865.3333333333333,-0.773309502532023,6,12,20
731,2016,-88,-706,1,-706,NaN,NaN,NaN,NaN,NaN
732,2007,300,-105,23,-4.565217391304348,-291,2.771428571428571,NaN,NaN,NaN
732,2008,-398,-698,1,-698,494,-0.707736389684814,9,10,NaN
733,1992,362,-8,7,-1.142857142857143,146,-18.25,1,1,1
733,2002,535,-168,1,-168,104.66666666666663,-0.623015873015873,1,1,6
733,2019,608,-53,16,-3.3125,NaN,NaN,NaN,NaN,NaN
734,2004,728,-6,20,-0.3,-63.66666666666663,10.611111111111105,1,2,NaN
734,2005,474,-254,1,-254,212,-0.834645669291339,1,1,9
735,2015,-4,-682,1,-682,471,-0.690615835777126,2,NaN,NaN
736,2013,255,-27,29,-0.931034482758621,-234.33333333333334,8.679012345679013,NaN,NaN,NaN
736,2014,-263,-518,1,-518,305,-0.588803088803089,NaN,NaN,NaN
737,1998,493,-230,2,-115,23.33333333333337,-0.101449275362319,1,8,NaN
737,2016,530,-116,10,-11.6,NaN,NaN,2,NaN,NaN
737,2017,364,-166,1,-166,NaN,NaN,1,1,NaN
738,2002,-273,-860,1,-860,608,-0.706976744186047,6,10,NaN
739,2006,-21,-553,1,-553,391.6666666666667,-0.708257986738999,3,NaN,NaN
739,2019,291,-118,7,-16.857142857142858,NaN,NaN,NaN,NaN,NaN
740,2004,212,-178,9,-19.77777777777778,-300.3333333333333,1.687265917602996,NaN,NaN,NaN
740,2005,-332,-544,1,-544,309.3333333333333,-0.568627450980392,9,12,13
741,2002,472,-234,1,-234,73,-0.311965811965812,1,8,9
741,2015,422,-287,1,-287,294,-1.024390243902439,1,2,2
742,1999,200,-146,2,-73,0,-0,8,8,NaN
742,2010,100,-207,2,-103.5,-80,0.386473429951691,NaN,NaN,NaN
742,2016,20,-80,6,-13.333333333333334,NaN,NaN,1,2,2
743,1995,361,-215,2,-107.5,191,-0.888372093023256,1,1,9
744,2012,513,-24,27,-0.888888888888889,-227.33333333333331,9.472222222222221,6,NaN,NaN
744,2013,251,-262,1,-262,63.666666666666686,-0.243002544529262,5,NaN,NaN
745,1994,209,-411,1,-411,133.33333333333331,-0.32441200324412,4,21,NaN
746,2015,625,-28,31,-0.903225806451613,-427,15.25,NaN,NaN,NaN
746,2016,-241,-866,1,-866,NaN,NaN,NaN,NaN,NaN
747,2014,229,-290,1,-290,0,-0,NaN,NaN,NaN
748,2014,-126,-447,2,-223.5,11,-0.024608501118568,NaN,NaN,NaN
749,1998,-392,-594,1,-594,298.3333333333333,-0.502244668911336,12,12,13
750,1991,54,-535,1,-535,182.33333333333334,-0.340809968847352,17,NaN,NaN
750,2006,200,-32,12,-2.666666666666667,264,-8.25,1,1,1
751,2007,1,-316,1,-316,177,-0.560126582278481,NaN,NaN,NaN
752,1988,-135,-61,4,-15.25,322,-5.278688524590164,1,1,1
752,2006,-102,-294,1,-294,0,-0,NaN,NaN,NaN
753,2019,520,-101,34,-2.970588235294118,NaN,NaN,NaN,NaN,NaN
754,2015,370,-160,31,-5.161290322580645,-594,3.7125,NaN,NaN,NaN
754,2016,-224,-594,1,-594,NaN,NaN,NaN,NaN,NaN
756,1995,194,-192,1,-192,0,-0,NaN,NaN,NaN
756,2019,185,-9,24,-0.375,NaN,NaN,NaN,NaN,NaN
757,2019,359,-82,8,-10.25,NaN,NaN,NaN,NaN,NaN
758,1991,-106,-305,1,-305,0,-0,NaN,NaN,NaN
759,2019,712,-35,35,-1,NaN,NaN,NaN,NaN,NaN
760,2001,582,-48,17,-2.823529411764706,36.33333333333337,-0.756944444444445,1,2,NaN
760,2002,433,-149,1,-149,193,-1.295302013422819,1,1,3
761,2014,154,-48,4,-12,-186.5,3.885416666666667,NaN,NaN,NaN
761,2015,-193,-347,1,-347,173,-0.498559077809798,NaN,NaN,NaN
762,1990,376,-275,2,-137.5,135,-0.490909090909091,1,1,NaN
762,2004,198,-255,1,-255,323.66666666666663,-1.269281045751634,1,1,4
762,2019,512,-47,10,-4.7,NaN,NaN,NaN,NaN,NaN
763,1995,346,-326,7,-46.57142857142857,160.66666666666669,-0.492842535787321,1,1,NaN
763,1999,397,-208,3,-69.33333333333333,155.66666666666663,-0.748397435897436,1,1,13
763,2019,434,-136,19,-7.157894736842105,NaN,NaN,NaN,NaN,NaN
764,2001,691,-3,17,-0.176470588235294,-141,47,1,4,NaN
764,2002,428,-263,1,-263,132.66666666666663,-0.504435994930291,1,3,NaN
765,2006,-138,-330,1,-330,21.33333333333333,-0.064646464646465,NaN,NaN,NaN
766,2002,17,-406,1,-406,72.33333333333333,-0.17816091954023,11,12,NaN
766,2004,-131,-148,2,-74,250,-1.689189189189189,2,2,2
766,2019,328,-1,6,-0.166666666666667,NaN,NaN,NaN,NaN,NaN
767,1996,309,-312,1,-312,-87.66666666666666,0.280982905982906,15,NaN,NaN
767,2010,70,-239,14,-17.071428571428573,216.33333333333331,-0.905160390516039,1,1,1
767,2019,328,-48,8,-6,NaN,NaN,NaN,NaN,NaN
768,2013,-228,-845,1,-845,546.6666666666667,-0.646942800788955,NaN,NaN,NaN
768,2019,305,-41,3,-13.666666666666666,NaN,NaN,NaN,NaN,NaN
769,2015,-10,-597,1,-597,436,-0.730318257956449,2,NaN,NaN
769,2019,426,-11,2,-5.5,NaN,NaN,NaN,NaN,NaN
770,2001,633,-26,17,-1.529411764705882,-253,9.73076923076923,NaN,NaN,NaN
770,2002,316,-317,1,-317,109.33333333333331,-0.344900105152471,3,6,NaN
771,1993,256,-31,9,-3.444444444444445,-464,14.96774193548387,1,1,1
771,1997,-208,-698,1,-698,-9.333333333333343,0.013371537726839,NaN,NaN,NaN
771,2004,-222,-14,7,-2,397,-28.357142857142858,2,1,1
771,2019,121,-54,11,-4.909090909090909,NaN,NaN,NaN,NaN,NaN
772,2014,299,-253,2,-126.5,143,-0.565217391304348,2,2,NaN
773,2002,297,-111,1,-111,150.33333333333331,-1.354354354354354,1,1,1
773,2010,428,-46,7,-6.571428571428571,-198,4.304347826086956,NaN,NaN,NaN
773,2011,60,-368,1,-368,149.66666666666666,-0.406702898550725,3,NaN,NaN
774,2014,259,-235,5,-47,-462,1.965957446808511,NaN,NaN,NaN
774,2015,-203,-462,1,-462,0,-0,NaN,NaN,NaN
775,2001,-33,-253,8,-31.625,97,-0.383399209486166,9,9,12
775,2019,95,-111,9,-12.333333333333334,NaN,NaN,NaN,NaN,NaN
776,2000,238,-219,1,-219,19,-0.08675799086758,9,9,10
777,2013,-142,-802,1,-802,462,-0.576059850374065,NaN,NaN,NaN
777,2019,324,-35,5,-7,NaN,NaN,NaN,NaN,NaN
778,2010,624,-40,26,-1.538461538461539,-303.6666666666667,7.591666666666667,1,4,NaN
778,2011,411,-213,1,-213,-255,1.197183098591549,1,3,3
778,2015,156,-493,1,-493,65,-0.13184584178499,NaN,NaN,NaN
779,1985,-104,-240,1,-240,18,-0.075,24,24,26
779,2016,-14,-255,1,-255,NaN,NaN,NaN,NaN,NaN
780,1998,433,-299,2,-149.5,49.666666666666686,-0.166109253065775,4,NaN,NaN
780,2012,-119,-569,1,-569,0,-0,NaN,NaN,NaN
781,2002,-150,-543,3,-181,469.3333333333333,-0.864333947206875,1,6,NaN
781,2019,273,-35,16,-2.1875,NaN,NaN,NaN,NaN,NaN
782,2004,358,-232,1,-232,75.33333333333331,-0.324712643678161,1,7,7
783,2001,76,-287,1,-287,185.33333333333331,-0.645760743321719,1,9,9
784,2002,195,-360,1,-360,90,-0.25,7,NaN,NaN
784,2010,160,-176,1,-176,0,-0,NaN,NaN,NaN
785,2001,-202,-547,1,-547,558.6666666666667,-1.02132845825716,5,5,5
787,2019,156,-36,26,-1.384615384615385,NaN,NaN,NaN,NaN,NaN
788,2014,-130,-622,1,-622,0,-0,NaN,NaN,NaN
789,1999,-414,-800,1,-800,944,-1.18,1,1,1
789,2019,479,-51,19,-2.684210526315789,NaN,NaN,NaN,NaN,NaN
790,1998,25,-391,1,-391,300.6666666666667,-0.768968456947997,6,6,6
791,1991,49,-466,1,-466,390,-0.836909871244635,1,1,NaN
792,2006,673,-17,22,-0.772727272727273,-36.66666666666663,2.156862745098037,1,3,6
792,2008,399,-274,2,-137,285,-1.04014598540146,1,1,4
793,1998,370,-139,2,-69.5,50,-0.359712230215827,1,2,NaN
793,2007,27,-473,1,-473,356.3333333333333,-0.753347427766032,1,2,11
794,2009,469,-7,25,-0.28,-272.66666666666663,38.95238095238095,NaN,NaN,NaN
794,2010,-216,-685,1,-685,410.33333333333337,-0.599026763990268,NaN,NaN,NaN
794,2019,211,-12,7,-1.714285714285714,NaN,NaN,NaN,NaN,NaN
795,1995,-220,-808,1,-808,610,-0.754950495049505,3,15,NaN
796,1999,-148,-262,2,-131,168,-0.641221374045801,6,6,7
797,1998,654,-1,14,-0.071428571428571,-53,53,2,2,5
797,1999,382,-272,1,-272,279,-1.025735294117647,1,1,4
797,2013,482,-179,10,-17.9,171,-0.955307262569832,1,1,1
797,2019,648,-108,5,-21.6,NaN,NaN,NaN,NaN,NaN
798,1988,-116,-352,1,-352,270.33333333333337,-0.767992424242424,3,3,3
798,2001,-145,-475,10,-47.5,347.33333333333337,-0.731228070175439,1,1,1
798,2019,79,-257,17,-15.117647058823529,NaN,NaN,NaN,NaN,NaN
799,1997,608,-32,13,-2.461538461538462,-107.33333333333331,3.354166666666666,4,4,NaN
799,2000,306,-302,3,-100.66666666666667,309.33333333333337,-1.024282560706402,1,1,4
799,2002,430,-153,1,-153,169.33333333333337,-1.106753812636166,1,1,2
799,2019,589,-105,15,-7,NaN,NaN,NaN,NaN,NaN
800,2008,-82,-771,1,-771,581.6666666666667,-0.754431474275832,3,6,NaN
801,2003,468,-136,19,-7.157894736842105,-31,0.227941176470588,3,6,NaN
801,2004,215,-253,1,-253,250,-0.988142292490119,1,2,5
802,1994,654,-25,10,-2.5,-267,10.68,2,2,NaN
802,1995,328,-326,1,-326,45,-0.138036809815951,1,1,22
802,2002,373,-194,6,-32.333333333333336,239,-1.231958762886598,1,1,4
803,2019,624,-89,35,-2.542857142857143,NaN,NaN,NaN,NaN,NaN
804,1990,456,-174,6,-29,161.33333333333337,-0.9272030651341,1,1,1
804,2002,355,-335,11,-30.454545454545453,148.33333333333331,-0.442786069651741,1,6,NaN
804,2009,428,-144,1,-144,80.66666666666669,-0.560185185185185,1,3,NaN
805,2016,442,-228,2,-114,NaN,NaN,1,NaN,NaN
806,1985,-111,-473,1,-473,113,-0.238900634249471,10,28,NaN
806,2001,-102,-320,1,-320,199.33333333333331,-0.622916666666667,5,9,10
807,1998,551,-172,4,-43,-157,0.912790697674419,6,NaN,NaN
807,1999,238,-313,1,-313,256.3333333333333,-0.818956336528221,4,5,12
807,2002,229,-9,3,-3,296.66666666666663,-32.96296296296296,1,1,1
808,1993,71,-328,1,-328,-24,0.073170731707317,NaN,NaN,NaN
808,2019,-11,-213,5,-42.6,NaN,NaN,NaN,NaN,NaN
809,2002,-123,-587,8,-73.375,436,-0.742759795570698,1,1,4
809,2013,129,-272,10,-27.2,338,-1.242647058823529,1,1,1
809,2019,467,-200,5,-40,NaN,NaN,NaN,NaN,NaN
810,2019,465,-3,35,-0.085714285714286,NaN,NaN,NaN,NaN,NaN
811,2005,-154,-794,1,-794,232.66666666666669,-0.293031066330814,NaN,NaN,NaN
811,2019,231,-50,7,-7.142857142857143,NaN,NaN,NaN,NaN,NaN
812,1985,361,-278,1,-278,156.66666666666663,-0.563549160671463,4,5,16
813,1985,227,-270,1,-270,298,-1.103703703703704,3,3,3
813,2019,495,-101,31,-3.258064516129032,NaN,NaN,NaN,NaN,NaN
814,2019,539,-132,35,-3.771428571428571,NaN,NaN,NaN,NaN,NaN
815,2015,-133,-370,2,-185,0,-0,NaN,NaN,NaN
816,2011,-372,-661,1,-661,377.3333333333333,-0.570852244074634,NaN,NaN,NaN
817,2003,177,-222,1,-222,0,-0,14,14,NaN
817,2016,139,-38,13,-2.923076923076923,NaN,NaN,1,1,1
817,2019,277,-72,2,-36,NaN,NaN,NaN,NaN,NaN
818,2010,300,-8,16,-0.5,133,-16.625,1,1,1
818,2019,371,-57,8,-7.125,NaN,NaN,NaN,NaN,NaN
820,2019,137,-115,5,-23,NaN,NaN,NaN,NaN,NaN
821,2019,489,-23,35,-0.657142857142857,NaN,NaN,NaN,NaN,NaN
822,2019,-52,-24,35,-0.685714285714286,NaN,NaN,NaN,NaN,NaN
823,2019,517,-109,35,-3.114285714285714,NaN,NaN,NaN,NaN,NaN
825,1985,-8,-157,1,-157,441,-2.808917197452229,1,1,1
825,2001,40,-570,6,-95,458.3333333333333,-0.804093567251462,1,1,9
826,2016,91,-305,2,-152.5,NaN,NaN,NaN,NaN,NaN
827,2004,731,-17,20,-0.85,-107.33333333333337,6.313725490196081,1,1,NaN
827,2006,558,-173,2,-86.5,94,-0.543352601156069,1,1,NaN
827,2016,410,-292,1,-292,NaN,NaN,2,3,NaN
828,1993,-484,-1039,1,-1039,1023.6666666666666,-0.985242220083414,2,2,4
